Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Data collections
HG00353	female	SAME125120	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00742	male	SAME1840188	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01119	female	SAME1840402	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00358	male	SAME125126	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00759	female	SAME125020	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00628	male	SAME123085	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00360	male	SAME124539	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00766	female	SAME124458	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00630	male	SAME122901	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes phase 3 release
HG00365	female	SAME124542	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00867	female	SAME123550	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00635	female	SAME122902	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00327	female	SAME123791	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00879	female	SAME123399	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00642	male	SAME123436	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG00334	female	SAME123981	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00881	male	SAME123540	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00736	male	SAME123058	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00339	female	SAME123991	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00956	female	SAME124319	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00743	female	SAME1840184	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00341	male	SAME124922	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00982	male	SAME123770	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00844	male	SAME123952	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00694	male	SAME123154	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes phase 3 release
HG01029	female	SAME123523	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00851	female	SAME123756	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00699	female	SAME123165	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01031	male	SAME123728	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00983	male	SAME123769	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00702	female	SAME122934	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01048	male	SAME123169	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01068	female	SAME122826	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG00707	male	SAME122929	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01050	female	SAME123180	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01070	female	SAME123993	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00733	female	SAME125399	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,The Human Genome Structural Variation Consortium,1000 Genomes phase 3 release
HG01055	female	SAME123638	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01075	male	SAME124071	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01192	male	SAME124298	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01062	female	SAME123014	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01082	male	SAME125398	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01197	male	SAME124237	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01067	female	SAME122997	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01087	female	SAME125393	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01200	male	SAME1840109	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00704	male	SAME122928	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01121	male	SAME1840127	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01205	female	SAME124296	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00709	male	SAME125334	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes phase 3 release
HG01126	male	SAME124052	CLM	Colombian	MR	American	1000 Genomes phase 3 release
HG01243	male	SAME125063	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG00716	male	SAME123112	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01133	male	SAME123884	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01248	female	SAME125058	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00728	male	SAME1840267	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01138	male	SAME123877	CLM	Colombian	MR	American	1000 Genomes phase 3 release
HG01250	male	SAME125281	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00730	female	SAME1840412	CHS	Southern Han Chinese	EAS	East Asian	
HG01140	female	SAME124422	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01046	female	SAME123167	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01168	female	SAME124796	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00596	female	SAME125007	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01053	female	SAME124866	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01170	male	SAME124623	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00609	male	SAME125370	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes phase 3 release
HG01058	female	SAME1840086	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01175	female	SAME124618	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG00611	female	SAME125198	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01060	male	SAME123015	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01182	male	SAME124789	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00623	female	SAME1839285	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00738	male	SAME125368	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01187	male	SAME124783	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00654	female	SAME123234	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00740	female	SAME124834	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01098	female	SAME123490	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00673	male	SAME123605	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes phase 3 release
HG00978	female	SAME124727	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01101	male	SAME123677	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00685	male	SAME123891	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes phase 3 release
HG01096	male	SAME123776	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01106	male	SAME123674	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG00692	male	SAME123684	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01104	male	SAME123672	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01113	female	SAME123484	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01049	female	SAME125248	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01109	male	SAME123669	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01074	male	SAME124070	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01051	male	SAME123712	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01111	female	SAME123486	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01079	male	SAME123013	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01056	male	SAME123658	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01072	male	SAME124091	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01081	female	SAME125395	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01063	male	SAME1839767	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01077	female	SAME1839581	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01086	female	SAME125394	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01164	male	SAME1839690	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01084	female	SAME125392	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01257	female	SAME125288	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01169	female	SAME124797	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01089	female	SAME1839432	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01269	female	SAME1839257	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01171	female	SAME124622	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00656	male	SAME123233	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01271	male	SAME122998	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01176	male	SAME124621	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00663	female	SAME123813	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01276	female	SAME122999	CLM	Colombian	MR	American	1000 Genomes phase 3 release
HG01183	female	SAME124792	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00675	female	SAME1840076	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01125	female	SAME124054	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01188	female	SAME124927	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01123	female	SAME1840204	CLM	Colombian	MR	American	
HG01137	female	SAME123888	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01190	male	SAME123654	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01130	male	SAME1839995	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01149	female	SAME124425	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01258	male	SAME125279	CLM	Colombian	MR	American	1000 Genomes phase 3 release
HG01135	male	SAME123886	CLM	Colombian	MR	American	1000 Genomes phase 3 release
HG01199	male	SAME124366	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01260	female	SAME122815	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01142	male	SAME1839731	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01252	male	SAME125283	CLM	Colombian	MR	American	1000 Genomes phase 3 release
HG01272	female	SAME122996	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01161	male	SAME1839615	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01303	female	SAME1840027	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01277	male	SAME123000	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01173	male	SAME124624	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01308	male	SAME1840002	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01284	female	SAME1839191	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01178	male	SAME124616	PUR	Puerto Rican	MR	American	1000 Genomes phase 3 release
HG01322	male	SAME1839539	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38
HG01378	female	SAME124076	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01414	female	SAME1839703	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01327	male	SAME1839599	PUR	Puerto Rican	MR	American	
HG01385	female	SAME122970	CLM	Colombian	MR	American	1000 Genomes phase 3 release
HG01433	male	SAME1839252	CLM	Colombian	MR	American	
HG01334	male	SAME123533	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01392	male	SAME1840234	PUR	Puerto Rican	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01438	female	SAME124971	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01341	male	SAME124859	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01397	female	SAME1839946	PUR	Puerto Rican	MR	American	
HG01440	male	SAME123237	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01346	female	SAME124860	CLM	Colombian	MR	American	1000 Genomes phase 3 release
HG01486	female	SAME1840048	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01445	male	SAME1839015	CLM	Colombian	MR	American	
HG01529	male	SAME125330	IBS	Spanish	EUR	European	1000 Genomes phase 3 release
HG01493	female	SAME124138	CLM	Colombian	MR	American	1000 Genomes phase 3 release
HG01452	male	SAME1839158	CLM	Colombian	MR	American	1000 Genomes on GRCh38
HG01531	female	SAME125136	IBS	Spanish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01498	female	SAME124142	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01483	female	SAME1839962	CLM	Colombian	MR	American	1000 Genomes on GRCh38
HG01536	male	SAME125135	IBS	Spanish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01501	female	SAME124942	IBS	Spanish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01488	male	SAME123973	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01550	male	SAME124009	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01455	male	SAME123429	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01490	female	SAME124139	CLM	Colombian	MR	American	1000 Genomes phase 3 release
HG01567	female	SAME124565	PEL	Peruvian	MR	American	1000 Genomes phase 3 release
HG01462	female	SAME123539	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01495	female	SAME124136	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01579	male	SAME124350	PEL	Peruvian	MR	American	1000 Genomes phase 3 release
HG01474	female	SAME1840189	CLM	Colombian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01503	male	SAME124944	IBS	Spanish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release
